Customer ID,Age,Gender,Category,Purchase Amount (USD),Location,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Promo Dependency,CLV Proxy,Previous Purchases Scaled,Frequency Scaled,Promo Dep Scaled,Subscription Scaled,Loyalty Score,Loyal Customer,Satisfaction Tier,Customer Segment
1751,31,Male,Accessories,85,Missouri,Fall,3.1,0,Express,0,0,38,Venmo,5,0,16150,7.55,6.67,0,0,8.07,1,0,Platinum Champions
1752,57,Male,Clothing,40,Ohio,Winter,3.2,0,2-Day Shipping,0,0,34,Cash,7,0,9520,6.73,10,0,0,8.91,1,0,Platinum Champions
1753,34,Male,Footwear,29,South Dakota,Winter,3.3,0,Store Pickup,0,0,14,Venmo,6,0,2436,2.65,8.33,0,0,6.99,0,0,Low-Engagement Casuals
1754,25,Male,Clothing,27,Colorado,Fall,4.8,0,Next Day Air,0,0,23,Credit Card,3,0,1863,4.49,3.33,0,0,5.94,0,1,Low-Engagement Casuals
1755,66,Male,Clothing,93,Massachusetts,Fall,3.8,0,2-Day Shipping,0,0,18,Credit Card,3,0,5022,3.47,3.33,0,0,5.6,0,1,At-Risk High-Value
1756,56,Male,Accessories,20,Delaware,Spring,4.6,0,Next Day Air,0,0,45,Cash,4,0,3600,8.98,5,0,0,7.99,1,1,Emerging Devotees
1757,49,Male,Accessories,55,New Hampshire,Fall,2.8,0,Free Shipping,0,0,14,Bank Transfer,2,0,1540,2.65,1.67,0,0,4.77,0,0,Low-Engagement Casuals
1758,19,Male,Clothing,94,Michigan,Fall,3.6,0,Standard,0,0,48,Debit Card,7,0,31584,9.59,10,0,0,9.86,1,0,Platinum Champions
1759,27,Male,Accessories,56,Pennsylvania,Winter,4.3,0,Free Shipping,0,0,17,Venmo,1,0,952,3.27,0,0,0,4.42,0,1,Low-Engagement Casuals
1760,68,Male,Clothing,58,Louisiana,Spring,4,0,Next Day Air,0,0,1,PayPal,2,0,116,0,1.67,0,0,3.89,0,1,Low-Engagement Casuals
1761,20,Male,Clothing,44,Minnesota,Spring,3.5,0,Standard,0,0,39,PayPal,2,0,3432,7.76,1.67,0,0,6.48,0,0,Low-Engagement Casuals
1762,21,Male,Clothing,95,Hawaii,Fall,4.9,0,2-Day Shipping,0,0,24,Cash,2,0,4560,4.69,1.67,0,0,5.45,0,1,At-Risk High-Value
1763,36,Male,Footwear,42,Idaho,Summer,3.1,0,Express,0,0,41,Bank Transfer,3,0,5166,8.16,3.33,0,0,7.16,1,0,Platinum Champions
1764,37,Male,Accessories,93,Vermont,Winter,3.9,0,Store Pickup,0,0,28,PayPal,7,0,18228,5.51,10,0,0,8.5,1,1,Platinum Champions
1765,61,Male,Clothing,56,Delaware,Summer,3,0,Store Pickup,0,0,34,Venmo,6,0,11424,6.73,8.33,0,0,8.35,1,0,Platinum Champions
1766,68,Male,Clothing,88,New Mexico,Spring,4.1,0,2-Day Shipping,0,0,41,Venmo,6,0,21648,8.16,8.33,0,0,8.83,1,1,Platinum Champions
1767,60,Male,Clothing,54,Alaska,Winter,4.3,0,2-Day Shipping,0,0,27,Cash,1,0,1458,5.31,0,0,0,5.1,0,1,Low-Engagement Casuals
1768,69,Male,Accessories,89,Minnesota,Fall,3.8,0,2-Day Shipping,0,0,46,Debit Card,3,0,12282,9.18,3.33,0,0,7.5,1,1,Platinum Champions
1769,25,Male,Footwear,45,Nebraska,Summer,3.9,0,2-Day Shipping,0,0,2,PayPal,5,0,450,0.2,6.67,0,0,5.62,0,1,Low-Engagement Casuals
1770,32,Male,Clothing,75,Alaska,Winter,4.3,0,Free Shipping,0,0,45,Cash,4,0,13500,8.98,5,0,0,7.99,1,1,Platinum Champions
1771,53,Male,Accessories,22,Michigan,Fall,4.3,0,Express,0,0,34,Bank Transfer,2,0,1496,6.73,1.67,0,0,6.13,0,1,Low-Engagement Casuals
1772,46,Male,Clothing,82,Indiana,Fall,4.7,0,Store Pickup,0,0,9,Credit Card,7,0,5166,1.63,10,0,0,7.21,1,1,Platinum Champions
1773,58,Male,Footwear,34,Hawaii,Summer,3.1,0,2-Day Shipping,0,0,1,Bank Transfer,7,0,238,0,10,0,0,6.67,0,0,Low-Engagement Casuals
1774,21,Male,Outerwear,92,West Virginia,Summer,2.7,0,Free Shipping,0,0,17,PayPal,7,0,10948,3.27,10,0,0,7.76,1,0,Platinum Champions
1775,46,Male,Clothing,78,New York,Spring,3.7,0,Express,0,0,6,PayPal,2,0,936,1.02,1.67,0,0,4.23,0,0,Low-Engagement Casuals
1776,18,Male,Outerwear,47,Iowa,Spring,3.3,0,2-Day Shipping,0,0,12,Cash,1,0,564,2.24,0,0,0,4.08,0,0,Low-Engagement Casuals
1777,56,Male,Outerwear,64,Arizona,Summer,3.4,0,Free Shipping,0,0,10,Venmo,5,0,3200,1.84,6.67,0,0,6.17,0,0,Low-Engagement Casuals
1778,18,Male,Footwear,44,Minnesota,Winter,4.7,0,Free Shipping,0,0,4,Cash,3,0,528,0.61,3.33,0,0,4.65,0,1,Low-Engagement Casuals
1779,49,Male,Accessories,94,Texas,Winter,4.9,0,Store Pickup,0,0,8,Debit Card,1,0,752,1.43,0,0,0,3.81,0,1,Low-Engagement Casuals
1780,29,Male,Accessories,62,Virginia,Winter,4.3,0,Free Shipping,0,0,41,Venmo,2,0,5084,8.16,1.67,0,0,6.61,0,1,At-Risk High-Value
1781,67,Male,Accessories,81,North Dakota,Summer,4.2,0,Next Day Air,0,0,49,Credit Card,2,0,7938,9.8,1.67,0,0,7.16,1,1,Platinum Champions
1782,31,Male,Clothing,33,Iowa,Fall,3.7,0,Express,0,0,49,Bank Transfer,6,0,9702,9.8,8.33,0,0,9.38,1,0,Platinum Champions
1783,52,Male,Clothing,88,Utah,Fall,2.7,0,Next Day Air,0,0,40,Bank Transfer,3,0,10560,7.96,3.33,0,0,7.1,1,0,Platinum Champions
1784,42,Male,Accessories,49,Ohio,Winter,3.3,0,Free Shipping,0,0,30,Credit Card,4,0,5880,5.92,5,0,0,6.97,0,0,At-Risk High-Value
1785,32,Male,Accessories,31,Louisiana,Summer,4.8,0,Standard,0,0,4,Debit Card,6,0,744,0.61,8.33,0,0,6.31,0,1,Low-Engagement Casuals
1786,47,Male,Accessories,29,Iowa,Fall,4.1,0,Next Day Air,0,0,22,Venmo,4,0,2552,4.29,5,0,0,6.43,0,1,Low-Engagement Casuals
1787,45,Male,Outerwear,34,Maryland,Spring,4.6,0,2-Day Shipping,0,0,22,Venmo,4,0,2992,4.29,5,0,0,6.43,0,1,Low-Engagement Casuals
1788,20,Male,Clothing,38,Montana,Fall,4.9,0,2-Day Shipping,0,0,10,Bank Transfer,6,0,2280,1.84,8.33,0,0,6.72,0,1,Low-Engagement Casuals
1789,66,Male,Clothing,41,Illinois,Summer,3.1,0,Store Pickup,0,0,23,Cash,1,0,943,4.49,0,0,0,4.83,0,0,Low-Engagement Casuals
1790,52,Male,Clothing,34,Arizona,Spring,3,0,2-Day Shipping,0,0,43,Debit Card,6,0,8772,8.57,8.33,0,0,8.97,1,0,Platinum Champions
1791,50,Male,Accessories,26,North Carolina,Summer,3.7,0,Store Pickup,0,0,31,PayPal,1,0,806,6.12,0,0,0,5.37,0,0,Low-Engagement Casuals
1792,62,Male,Clothing,98,Montana,Winter,4,0,Store Pickup,0,0,38,Cash,7,0,26068,7.55,10,0,0,9.18,1,1,Platinum Champions
1793,38,Male,Footwear,59,Iowa,Fall,3,0,Express,0,0,22,Debit Card,5,0,6490,4.29,6.67,0,0,6.99,0,0,At-Risk High-Value
1794,65,Male,Accessories,92,Iowa,Fall,3.8,0,Store Pickup,0,0,45,Cash,5,0,20700,8.98,6.67,0,0,8.55,1,1,Platinum Champions
1795,60,Male,Accessories,40,Ohio,Spring,3.7,0,Express,0,0,21,Debit Card,3,0,2520,4.08,3.33,0,0,5.8,0,0,Low-Engagement Casuals
1796,68,Male,Clothing,20,Wisconsin,Fall,4,0,2-Day Shipping,0,0,9,Debit Card,3,0,540,1.63,3.33,0,0,4.99,0,1,Low-Engagement Casuals
1797,62,Male,Clothing,35,South Carolina,Spring,3.1,0,Store Pickup,0,0,34,Venmo,2,0,2380,6.73,1.67,0,0,6.13,0,0,Low-Engagement Casuals
1798,62,Male,Accessories,35,Oregon,Spring,3.9,0,2-Day Shipping,0,0,26,Venmo,2,0,1820,5.1,1.67,0,0,5.59,0,1,Low-Engagement Casuals
1799,40,Male,Clothing,82,North Dakota,Winter,3.7,0,Express,0,0,1,Cash,2,0,164,0,1.67,0,0,3.89,0,0,Low-Engagement Casuals
1800,32,Male,Clothing,48,California,Fall,3.9,0,Express,0,0,47,Venmo,2,0,4512,9.39,1.67,0,0,7.02,1,1,Platinum Champions
1801,22,Male,Outerwear,58,Mississippi,Winter,2.7,0,Express,0,0,30,Credit Card,2,0,3480,5.92,1.67,0,0,5.86,0,0,Low-Engagement Casuals
1802,33,Male,Clothing,57,New Jersey,Spring,3.9,0,Express,0,0,48,Debit Card,3,0,8208,9.59,3.33,0,0,7.64,1,1,Platinum Champions
1803,57,Male,Clothing,96,Rhode Island,Winter,2.6,0,Store Pickup,0,0,31,Venmo,1,0,2976,6.12,0,0,0,5.37,0,0,Low-Engagement Casuals
1804,60,Male,Footwear,97,New Hampshire,Summer,3.5,0,Free Shipping,0,0,33,Venmo,3,0,9603,6.53,3.33,0,0,6.62,0,0,At-Risk High-Value
1805,30,Male,Clothing,42,Louisiana,Winter,4.4,0,Next Day Air,0,0,39,Credit Card,2,0,3276,7.76,1.67,0,0,6.48,0,1,Low-Engagement Casuals
1806,41,Male,Clothing,62,Arizona,Spring,4.9,0,Store Pickup,0,0,46,Debit Card,2,0,5704,9.18,1.67,0,0,6.95,0,1,At-Risk High-Value
1807,58,Male,Accessories,67,Rhode Island,Fall,3.9,0,Standard,0,0,24,Venmo,7,0,11256,4.69,10,0,0,8.23,1,1,Platinum Champions
1808,34,Male,Footwear,46,Vermont,Summer,3.5,0,Standard,0,0,37,Venmo,3,0,5106,7.35,3.33,0,0,6.89,0,0,At-Risk High-Value
1809,67,Male,Outerwear,71,Tennessee,Spring,4.3,0,Next Day Air,0,0,7,Debit Card,4,0,1988,1.22,5,0,0,5.41,0,1,Low-Engagement Casuals
1810,58,Male,Accessories,99,Alaska,Fall,3.4,0,Free Shipping,0,0,6,Debit Card,3,0,1782,1.02,3.33,0,0,4.78,0,0,Low-Engagement Casuals
1811,41,Male,Clothing,28,Maryland,Fall,2.7,0,Standard,0,0,16,Cash,1,0,448,3.06,0,0,0,4.35,0,0,Low-Engagement Casuals
1812,42,Male,Accessories,77,Wisconsin,Summer,3.6,0,Standard,0,0,33,Bank Transfer,7,0,17787,6.53,10,0,0,8.84,1,0,Platinum Champions
1813,50,Male,Footwear,63,Nevada,Summer,4.9,0,Express,0,0,18,PayPal,1,0,1134,3.47,0,0,0,4.49,0,1,Low-Engagement Casuals
1814,40,Male,Clothing,62,Illinois,Spring,3.5,0,Free Shipping,0,0,24,PayPal,2,0,2976,4.69,1.67,0,0,5.45,0,0,Low-Engagement Casuals
1815,32,Male,Clothing,92,Montana,Summer,3.8,0,Free Shipping,0,0,24,Cash,6,0,13248,4.69,8.33,0,0,7.67,1,1,Platinum Champions
1816,51,Male,Footwear,72,New Mexico,Winter,4.5,0,2-Day Shipping,0,0,48,Credit Card,5,0,17280,9.59,6.67,0,0,8.75,1,1,Platinum Champions
1817,26,Male,Accessories,79,Virginia,Summer,4,0,Express,0,0,4,Cash,2,0,632,0.61,1.67,0,0,4.09,0,1,Low-Engagement Casuals
1818,32,Male,Clothing,27,Delaware,Summer,4.7,0,Free Shipping,0,0,20,Cash,2,0,1080,3.88,1.67,0,0,5.18,0,1,Low-Engagement Casuals
1819,58,Male,Accessories,39,North Carolina,Fall,3.8,0,Express,0,0,47,Debit Card,5,0,9165,9.39,6.67,0,0,8.69,1,1,Platinum Champions
1820,51,Male,Clothing,86,Nevada,Spring,4.5,0,Next Day Air,0,0,50,Cash,6,0,25800,10,8.33,0,0,9.44,1,1,Platinum Champions
1821,19,Male,Clothing,94,Washington,Fall,5,0,Express,0,0,31,PayPal,4,0,11656,6.12,5,0,0,7.04,1,1,Platinum Champions
1822,57,Male,Clothing,53,Maine,Spring,2.8,0,Express,0,0,29,PayPal,6,0,9222,5.71,8.33,0,0,8.01,1,0,Platinum Champions
1823,66,Male,Clothing,85,Connecticut,Summer,4.4,0,Standard,0,0,4,Cash,7,0,2380,0.61,10,0,0,6.87,0,1,Low-Engagement Casuals
1824,62,Male,Clothing,50,Louisiana,Fall,4.7,0,Free Shipping,0,0,40,Bank Transfer,1,0,2000,7.96,0,0,0,5.99,0,1,Low-Engagement Casuals
1825,58,Male,Clothing,47,Illinois,Winter,3.8,0,Express,0,0,31,Cash,4,0,5828,6.12,5,0,0,7.04,1,1,Platinum Champions
1826,23,Male,Footwear,75,South Dakota,Winter,4.9,0,Next Day Air,0,0,41,Credit Card,2,0,6150,8.16,1.67,0,0,6.61,0,1,At-Risk High-Value
1827,45,Male,Clothing,60,Indiana,Winter,4.2,0,Express,0,0,44,Debit Card,7,0,18480,8.78,10,0,0,9.59,1,1,Platinum Champions
1828,20,Male,Clothing,36,Vermont,Spring,4.9,0,2-Day Shipping,0,0,31,Bank Transfer,2,0,2232,6.12,1.67,0,0,5.93,0,1,Low-Engagement Casuals
1829,33,Male,Outerwear,80,New Hampshire,Spring,3.9,0,Express,0,0,45,Cash,5,0,18000,8.98,6.67,0,0,8.55,1,1,Platinum Champions
1830,30,Male,Accessories,96,Oregon,Spring,4.9,0,2-Day Shipping,0,0,50,Credit Card,6,0,28800,10,8.33,0,0,9.44,1,1,Platinum Champions
1831,50,Male,Accessories,80,Kansas,Winter,4.8,0,Express,0,0,7,Venmo,7,0,3920,1.22,10,0,0,7.07,1,1,Emerging Devotees
1832,62,Male,Clothing,71,Maine,Summer,3.3,0,Free Shipping,0,0,5,Bank Transfer,5,0,1775,0.82,6.67,0,0,5.83,0,0,Low-Engagement Casuals
1833,69,Male,Accessories,29,Louisiana,Fall,4.6,0,Free Shipping,0,0,48,Cash,4,0,5568,9.59,5,0,0,8.2,1,1,Platinum Champions
1834,34,Male,Accessories,53,Louisiana,Spring,4.5,0,2-Day Shipping,0,0,19,PayPal,3,0,3021,3.67,3.33,0,0,5.67,0,1,Low-Engagement Casuals
1835,49,Male,Clothing,35,Indiana,Summer,4.1,0,2-Day Shipping,0,0,39,Venmo,3,0,4095,7.76,3.33,0,0,7.03,1,1,Emerging Devotees
1836,65,Male,Accessories,75,Kentucky,Fall,3.2,0,2-Day Shipping,0,0,45,Credit Card,6,0,20250,8.98,8.33,0,0,9.1,1,0,Platinum Champions
1837,66,Male,Clothing,52,South Carolina,Fall,4.2,0,2-Day Shipping,0,0,35,Credit Card,4,0,7280,6.94,5,0,0,7.31,1,1,Platinum Champions
1838,41,Male,Accessories,77,Montana,Winter,4.8,0,Free Shipping,0,0,8,Venmo,4,0,2464,1.43,5,0,0,5.48,0,1,Low-Engagement Casuals
1839,37,Male,Accessories,24,Vermont,Fall,4.1,0,Next Day Air,0,0,11,Credit Card,6,0,1584,2.04,8.33,0,0,6.79,0,1,Low-Engagement Casuals
1840,32,Male,Clothing,78,Mississippi,Winter,3.7,0,Store Pickup,0,0,32,Cash,7,0,17472,6.33,10,0,0,8.78,1,0,Platinum Champions
1841,42,Male,Footwear,98,Wyoming,Winter,2.6,0,Store Pickup,0,0,46,Bank Transfer,5,0,22540,9.18,6.67,0,0,8.62,1,0,Platinum Champions
1842,31,Male,Clothing,57,Vermont,Winter,3,0,Standard,0,0,7,PayPal,5,0,1995,1.22,6.67,0,0,5.96,0,0,Low-Engagement Casuals
1843,61,Male,Accessories,78,Alabama,Summer,4.4,0,Express,0,0,1,Debit Card,7,0,546,0,10,0,0,6.67,0,1,Low-Engagement Casuals
1844,36,Male,Outerwear,76,Kentucky,Fall,4.7,0,Next Day Air,0,0,32,Credit Card,4,0,9728,6.33,5,0,0,7.11,1,1,Platinum Champions
1845,60,Male,Clothing,26,South Dakota,Spring,2.7,0,2-Day Shipping,0,0,31,Credit Card,7,0,5642,6.12,10,0,0,8.71,1,0,Platinum Champions
1846,51,Male,Footwear,78,Delaware,Winter,2.8,0,2-Day Shipping,0,0,39,Bank Transfer,6,0,18252,7.76,8.33,0,0,8.7,1,0,Platinum Champions
1847,68,Male,Accessories,53,Wisconsin,Summer,2.9,0,Standard,0,0,9,Venmo,6,0,2862,1.63,8.33,0,0,6.65,0,0,Low-Engagement Casuals
1848,46,Male,Footwear,100,Arizona,Summer,4.4,0,Free Shipping,0,0,49,Credit Card,2,0,9800,9.8,1.67,0,0,7.16,1,1,Platinum Champions
1849,19,Male,Clothing,73,Maine,Winter,2.7,0,Express,0,0,34,Cash,5,0,12410,6.73,6.67,0,0,7.8,1,0,Platinum Champions
1850,30,Male,Clothing,40,New Mexico,Winter,4.5,0,Store Pickup,0,0,35,Bank Transfer,4,0,5600,6.94,5,0,0,7.31,1,1,Platinum Champions
1851,51,Male,Accessories,76,Wyoming,Winter,2.8,0,Store Pickup,0,0,50,Debit Card,2,0,7600,10,1.67,0,0,7.22,1,0,Platinum Champions
1852,28,Male,Clothing,80,Delaware,Fall,3.1,0,Free Shipping,0,0,4,Bank Transfer,3,0,960,0.61,3.33,0,0,4.65,0,0,Low-Engagement Casuals
1853,41,Male,Clothing,80,Pennsylvania,Winter,3.8,0,Store Pickup,0,0,32,Cash,2,0,5120,6.33,1.67,0,0,6,0,1,At-Risk High-Value
1854,29,Male,Clothing,67,North Dakota,Spring,2.9,0,Express,0,0,11,PayPal,3,0,2211,2.04,3.33,0,0,5.12,0,0,Low-Engagement Casuals
1855,25,Male,Clothing,61,Kentucky,Spring,3.8,0,Express,0,0,49,Credit Card,7,0,20923,9.8,10,0,0,9.93,1,1,Platinum Champions
1856,60,Male,Clothing,76,Rhode Island,Spring,4.7,0,Standard,0,0,9,Cash,7,0,4788,1.63,10,0,0,7.21,1,1,Platinum Champions
1857,63,Male,Accessories,55,Arizona,Summer,3.2,0,Free Shipping,0,0,30,PayPal,1,0,1650,5.92,0,0,0,5.31,0,0,Low-Engagement Casuals
1858,51,Male,Clothing,85,Colorado,Summer,4,0,Next Day Air,0,0,33,Cash,4,0,11220,6.53,5,0,0,7.18,1,1,Platinum Champions
1859,22,Male,Accessories,69,Maine,Spring,4.9,0,2-Day Shipping,0,0,8,Debit Card,7,0,3864,1.43,10,0,0,7.14,1,1,Emerging Devotees
1860,54,Male,Accessories,26,New Jersey,Summer,3.7,0,Store Pickup,0,0,29,Debit Card,3,0,2262,5.71,3.33,0,0,6.35,0,0,Low-Engagement Casuals
1861,18,Male,Clothing,64,Kansas,Summer,4.8,0,Next Day Air,0,0,4,Credit Card,4,0,1024,0.61,5,0,0,5.2,0,1,Low-Engagement Casuals
1862,29,Male,Footwear,60,South Dakota,Fall,3.6,0,Standard,0,0,19,Debit Card,4,0,4560,3.67,5,0,0,6.22,0,0,At-Risk High-Value
1863,59,Male,Accessories,36,New Hampshire,Winter,4.6,0,Express,0,0,10,PayPal,3,0,1080,1.84,3.33,0,0,5.06,0,1,Low-Engagement Casuals
1864,25,Male,Footwear,21,Connecticut,Spring,4.3,0,2-Day Shipping,0,0,39,Debit Card,4,0,3276,7.76,5,0,0,7.59,1,1,Emerging Devotees
1865,19,Male,Accessories,72,Wyoming,Fall,3.2,0,2-Day Shipping,0,0,21,Venmo,6,0,9072,4.08,8.33,0,0,7.47,1,0,Platinum Champions
1866,56,Male,Clothing,62,Missouri,Summer,3.8,0,Store Pickup,0,0,12,Bank Transfer,4,0,2976,2.24,5,0,0,5.75,0,1,Low-Engagement Casuals
1867,31,Male,Clothing,44,Alaska,Winter,4.2,0,Standard,0,0,9,Credit Card,3,0,1188,1.63,3.33,0,0,4.99,0,1,Low-Engagement Casuals
1868,45,Male,Clothing,52,Delaware,Fall,3.4,0,2-Day Shipping,0,0,20,Venmo,6,0,6240,3.88,8.33,0,0,7.4,1,0,Platinum Champions
1869,23,Male,Accessories,58,Indiana,Spring,4.7,0,Next Day Air,0,0,44,Cash,3,0,7656,8.78,3.33,0,0,7.37,1,1,Platinum Champions
1870,18,Male,Clothing,77,West Virginia,Spring,3.9,0,2-Day Shipping,0,0,16,Debit Card,5,0,6160,3.06,6.67,0,0,6.58,0,1,At-Risk High-Value
1871,43,Male,Clothing,99,Wyoming,Spring,4.3,0,Store Pickup,0,0,27,Debit Card,3,0,8019,5.31,3.33,0,0,6.21,0,1,At-Risk High-Value
1872,56,Male,Clothing,96,Illinois,Fall,2.7,0,Standard,0,0,14,Cash,5,0,6720,2.65,6.67,0,0,6.44,0,0,At-Risk High-Value
1873,43,Male,Clothing,64,Alaska,Summer,4.6,0,Standard,0,0,24,Credit Card,4,0,6144,4.69,5,0,0,6.56,0,1,At-Risk High-Value
1874,64,Male,Clothing,44,Wisconsin,Fall,2.9,0,Express,0,0,49,Bank Transfer,2,0,4312,9.8,1.67,0,0,7.16,1,0,Platinum Champions
1875,67,Male,Clothing,33,Indiana,Fall,3.6,0,Free Shipping,0,0,14,Cash,2,0,924,2.65,1.67,0,0,4.77,0,0,Low-Engagement Casuals
1876,63,Male,Footwear,71,Tennessee,Winter,3.9,0,Next Day Air,0,0,6,Credit Card,6,0,2556,1.02,8.33,0,0,6.45,0,1,Low-Engagement Casuals
1877,54,Male,Clothing,36,Illinois,Fall,2.6,0,Standard,0,0,20,Venmo,6,0,4320,3.88,8.33,0,0,7.4,1,0,Platinum Champions
1878,69,Male,Accessories,62,Pennsylvania,Fall,3.6,0,Express,0,0,3,Credit Card,7,0,1302,0.41,10,0,0,6.8,0,0,Low-Engagement Casuals
1879,34,Male,Clothing,29,Oklahoma,Summer,3.4,0,Store Pickup,0,0,5,Credit Card,4,0,580,0.82,5,0,0,5.27,0,0,Low-Engagement Casuals
1880,56,Male,Clothing,33,Tennessee,Spring,3.5,0,Express,0,0,46,Cash,1,0,1518,9.18,0,0,0,6.39,0,0,Low-Engagement Casuals
1881,34,Male,Clothing,33,New Jersey,Fall,3.1,0,2-Day Shipping,0,0,8,Debit Card,4,0,1056,1.43,5,0,0,5.48,0,0,Low-Engagement Casuals
1882,58,Male,Clothing,41,New Jersey,Winter,4.3,0,Standard,0,0,13,Cash,1,0,533,2.45,0,0,0,4.15,0,1,Low-Engagement Casuals
1883,44,Male,Accessories,54,Tennessee,Winter,5,0,Store Pickup,0,0,25,Bank Transfer,6,0,8100,4.9,8.33,0,0,7.74,1,1,Platinum Champions
1884,25,Male,Accessories,58,Georgia,Spring,4.9,0,Store Pickup,0,0,39,Debit Card,3,0,6786,7.76,3.33,0,0,7.03,1,1,Platinum Champions
1885,27,Male,Clothing,30,Arizona,Summer,4.3,0,Next Day Air,0,0,15,Bank Transfer,1,0,450,2.86,0,0,0,4.29,0,1,Low-Engagement Casuals
1886,26,Male,Accessories,53,Nevada,Winter,4.4,0,Standard,0,0,35,Cash,4,0,7420,6.94,5,0,0,7.31,1,1,Platinum Champions
1887,18,Male,Accessories,91,Arkansas,Spring,4.4,0,Next Day Air,0,0,46,Cash,1,0,4186,9.18,0,0,0,6.39,0,1,Low-Engagement Casuals
1888,64,Male,Clothing,44,North Dakota,Fall,3.5,0,Express,0,0,3,PayPal,4,0,528,0.41,5,0,0,5.14,0,0,Low-Engagement Casuals
1889,62,Male,Clothing,89,South Dakota,Winter,3.4,0,Free Shipping,0,0,48,Credit Card,2,0,8544,9.59,1.67,0,0,7.09,1,0,Platinum Champions
1890,59,Male,Clothing,57,North Carolina,Spring,2.5,0,Next Day Air,0,0,27,Bank Transfer,2,0,3078,5.31,1.67,0,0,5.66,0,0,Low-Engagement Casuals
1891,36,Male,Accessories,57,Hawaii,Spring,3.4,0,Store Pickup,0,0,5,Credit Card,2,0,570,0.82,1.67,0,0,4.16,0,0,Low-Engagement Casuals
1892,69,Male,Accessories,74,New Hampshire,Summer,2.6,0,Next Day Air,0,0,48,Debit Card,6,0,21312,9.59,8.33,0,0,9.31,1,0,Platinum Champions
1893,39,Male,Outerwear,30,California,Fall,4.6,0,2-Day Shipping,0,0,12,Venmo,2,0,720,2.24,1.67,0,0,4.64,0,1,Low-Engagement Casuals
1894,28,Male,Clothing,20,Delaware,Summer,3.7,0,Express,0,0,10,PayPal,3,0,600,1.84,3.33,0,0,5.06,0,0,Low-Engagement Casuals
1895,42,Male,Clothing,90,Arizona,Fall,2.5,0,Free Shipping,0,0,48,Debit Card,1,0,4320,9.59,0,0,0,6.53,0,0,At-Risk High-Value
1896,31,Male,Clothing,61,Washington,Fall,4.5,0,Express,0,0,3,Debit Card,4,0,732,0.41,5,0,0,5.14,0,1,Low-Engagement Casuals
1897,57,Male,Footwear,51,Nevada,Fall,2.9,0,Standard,0,0,19,Venmo,4,0,3876,3.67,5,0,0,6.22,0,0,Low-Engagement Casuals
1898,53,Male,Accessories,97,Alaska,Winter,2.9,0,Free Shipping,0,0,11,Debit Card,3,0,3201,2.04,3.33,0,0,5.12,0,0,Low-Engagement Casuals
1899,59,Male,Clothing,97,Texas,Fall,3.5,0,Next Day Air,0,0,25,Venmo,4,0,9700,4.9,5,0,0,6.63,0,0,At-Risk High-Value
1900,32,Male,Clothing,40,New York,Winter,4.2,0,Store Pickup,0,0,42,PayPal,2,0,3360,8.37,1.67,0,0,6.68,0,1,Low-Engagement Casuals
1901,65,Male,Accessories,85,Iowa,Summer,3.3,0,Free Shipping,0,0,34,Cash,6,0,17340,6.73,8.33,0,0,8.35,1,0,Platinum Champions
1902,56,Male,Clothing,76,Arizona,Winter,3.9,0,Store Pickup,0,0,50,Cash,6,0,22800,10,8.33,0,0,9.44,1,1,Platinum Champions
1903,31,Male,Footwear,22,New Mexico,Spring,5,0,Store Pickup,0,0,21,Venmo,4,0,1848,4.08,5,0,0,6.36,0,1,Low-Engagement Casuals
1904,59,Male,Clothing,63,North Carolina,Summer,3.3,0,Standard,0,0,37,Bank Transfer,2,0,4662,7.35,1.67,0,0,6.34,0,0,At-Risk High-Value
1905,22,Male,Clothing,71,Nevada,Spring,4.2,0,Free Shipping,0,0,46,Cash,4,0,13064,9.18,5,0,0,8.06,1,1,Platinum Champions
1906,47,Male,Footwear,35,Idaho,Summer,4.9,0,2-Day Shipping,0,0,14,Bank Transfer,3,0,1470,2.65,3.33,0,0,5.33,0,1,Low-Engagement Casuals
1907,23,Male,Accessories,30,Vermont,Spring,4.6,0,2-Day Shipping,0,0,24,PayPal,3,0,2160,4.69,3.33,0,0,6.01,0,1,Low-Engagement Casuals
1908,69,Male,Clothing,74,New Mexico,Fall,4.8,0,Store Pickup,0,0,36,Credit Card,5,0,13320,7.14,6.67,0,0,7.94,1,1,Platinum Champions
1909,18,Male,Accessories,71,Georgia,Winter,2.7,0,Next Day Air,0,0,19,Debit Card,1,0,1349,3.67,0,0,0,4.56,0,0,Low-Engagement Casuals
1910,50,Male,Clothing,84,Kentucky,Spring,4.3,0,Store Pickup,0,0,12,Credit Card,4,0,4032,2.24,5,0,0,5.75,0,1,Low-Engagement Casuals
1911,29,Male,Footwear,38,New York,Fall,3.8,0,Express,0,0,13,Debit Card,6,0,2964,2.45,8.33,0,0,6.93,0,1,Low-Engagement Casuals
1912,65,Male,Accessories,81,Arizona,Spring,4.9,0,Express,0,0,32,Debit Card,1,0,2592,6.33,0,0,0,5.44,0,1,Low-Engagement Casuals
1913,29,Male,Clothing,56,Colorado,Winter,3.4,0,2-Day Shipping,0,0,5,Credit Card,1,0,280,0.82,0,0,0,3.61,0,0,Low-Engagement Casuals
1914,49,Male,Clothing,48,Kentucky,Winter,3.6,0,Express,0,0,29,Cash,7,0,9744,5.71,10,0,0,8.57,1,0,Platinum Champions
